kernel,shape,dtype,kernel_ms,gb_s,gb,tflops
rmsnorm_bwd_add,"(4096, 2048)",torch.float16,0.028949950000000016,2318.9483919661334,0.06713344,
rmsnorm_bwd_add,"(4096, 4096)",torch.float32,0.09367371999999992,2866.167885720779,0.268484608,
rmsnorm_bwd_add,"(4096, 4096)",torch.bfloat16,0.051664390000000046,2598.5111989128272,0.134250496,
rmsnorm_bwd_add,"(4096, 4096)",torch.float16,0.05213498999999998,2575.055562492676,0.134250496,
rmsnorm_bwd_add,"(8192, 1024)",torch.float32,0.04871722999999997,2755.8768838047663,0.134258688,
rmsnorm_bwd_add,"(8192, 1024)",torch.bfloat16,0.026975110000000004,2489.173463982167,0.067145728,
rmsnorm_bwd_add,"(8192, 1024)",torch.float16,0.027149389999999985,2473.194720028702,0.067145728,
rmsnorm_bwd_add,"(8192, 2048)",torch.float32,0.09443285000000003,2843.127238032104,0.268484608,
rmsnorm_bwd_add,"(8192, 2048)",torch.bfloat16,0.05077781999999995,2644.041985260496,0.134258688,
rmsnorm_bwd_add,"(8192, 2048)",torch.float16,0.05081488999999999,2642.113128651858,0.134258688,
rmsnorm_bwd_add,"(8192, 4096)",torch.float32,0.17993983000000008,2983.9777441159067,0.536936448,
rmsnorm_bwd_add,"(8192, 4096)",torch.bfloat16,0.09520803000000005,2819.978608947164,0.268484608,
rmsnorm_bwd_add,"(8192, 4096)",torch.float16,0.09555581999999997,2809.714866137929,0.268484608,
rmsnorm_bwd_add,"(16384, 2048)",torch.float32,0.18023524000000016,2979.177834478982,0.536952832,
rmsnorm_bwd_add,"(16384, 2048)",torch.bfloat16,0.09425340999999993,2848.800738349946,0.268509184,
rmsnorm_bwd_add,"(16384, 2048)",torch.float16,0.09465194999999986,2836.805623127684,0.268509184,
rmsnorm_bwd_add,"(32768, 2048)",torch.float32,0.3533655799999999,3039.0319283502376,1.07388928,
rmsnorm_bwd_add,"(32768, 2048)",torch.bfloat16,0.18144348999999993,2959.6552403175237,0.537010176,
rmsnorm_bwd_add,"(32768, 2048)",torch.float16,0.18137388999999998,2960.790971622211,0.537010176,
rmsnorm_bwd_add,"(4096, 7168)",torch.float32,0.33670874000000023,1395.3774291691973,0.469835776,
rmsnorm_bwd_add,"(4096, 7168)",torch.bfloat16,0.16880169999999997,1391.7281638751272,0.23492608,
rmsnorm_bwd_add,"(4096, 7168)",torch.float16,0.16832653000000003,1395.656881894969,0.23492608,
rmsnorm_bwd_add,"(8192, 7168)",torch.float32,0.6563739000000002,1431.5228073511144,0.939614208,
rmsnorm_bwd_add,"(8192, 7168)",torch.bfloat16,0.3144223700000003,1494.2431990446469,0.469823488,
rmsnorm_bwd_add,"(8192, 7168)",torch.float16,0.31446663000000036,1494.0328899126737,0.469823488,
rmsnorm_bwd_add,"(16384, 4096)",torch.float32,0.3517354799999999,3052.976424215153,1.073840128,
rmsnorm_bwd_add,"(16384, 4096)",torch.bfloat16,0.18144792000000012,2959.266945578652,0.536952832,
rmsnorm_bwd_add,"(16384, 4096)",torch.float16,0.1821512,2947.841309856866,0.536952832,
rmsnorm_bwd_add,"(16384, 7168)",torch.float32,1.2964358800000004,1449.4901760972548,1.879171072,
rmsnorm_bwd_add,"(16384, 7168)",torch.bfloat16,0.60379178,1556.1959190633565,0.939618304,
rmsnorm_bwd_add,"(16384, 7168)",torch.float16,0.60254387,1559.418908369278,0.939618304,
fused_attn_fwd,"(1, 512, 16, 128)",torch.bfloat16,0.011830050000000005,709.0931990989046,0.008388608,181.52785896931957
fused_attn_fwd,"(1, 512, 16, 128)",torch.float16,0.011845619999999963,708.1611599899395,0.008388608,181.2892569574245
fused_attn_fwd,"(1, 1024, 16, 128)",torch.bfloat16,0.018532390000000048,905.2915463143155,0.016777216,463.5092717129295
fused_attn_fwd,"(1, 1024, 16, 128)",torch.float16,0.018586159999999945,902.6725262238166,0.016777216,462.1683334265941
fused_attn_fwd,"(1, 2048, 16, 128)",torch.bfloat16,0.051136560000000046,656.1730394066392,0.033554432,671.9211923523985
fused_attn_fwd,"(1, 2048, 16, 128)",torch.float16,0.05145087999999997,652.1643944671116,0.033554432,667.8163399343223
fused_attn_fwd,"(2, 2048, 16, 128)",torch.bfloat16,0.08133689000000008,825.0729035742569,0.067108864,844.874653260039
fused_attn_fwd,"(2, 2048, 16, 128)",torch.float16,0.08206257999999993,817.776677262646,0.067108864,837.4033175169495
fused_attn_fwd,"(4, 2048, 16, 128)",torch.bfloat16,0.1409079800000001,952.5204179351653,0.134217728,975.3809079656091
fused_attn_fwd,"(4, 2048, 16, 128)",torch.float16,0.1421892100000001,943.9375041186313,0.134217728,966.5920042174783
fused_attn_fwd,"(8, 2048, 16, 128)",torch.bfloat16,0.25618828000000016,1047.8053718928902,0.268435456,1072.9527008183193
fused_attn_fwd,"(8, 2048, 16, 128)",torch.float16,0.2640949099999996,1016.4355534152489,0.268435456,1040.830006697215
fused_attn_fwd,"(1, 4096, 16, 128)",torch.bfloat16,0.1489258300000001,450.6193720726617,0.067108864,922.868474004811
